route_id,agency_id,route_short_name,route_long_name,route_type
routes:L1956,0,L1956,Nijvel - Brussel-Noord,2
routes:L1958,0,L1958,Nijvel - Brussel-Noord,2
routes:L1960,0,L1960,Nijvel - Brussel-Noord,2
routes:L1962,0,L1962,Nijvel - Brussel-Noord,2
routes:L1964,0,L1964,Nijvel - Brussel-Noord,2
routes:L1966,0,L1966,Nijvel - Brussel-Noord,2
routes:L1968,0,L1968,Nijvel - Brussel-Noord,2
routes:L1970,0,L1970,Nijvel - Brussel-Noord,2
routes:L1972,0,L1972,Nijvel - Brussel-Noord,2
routes:L1976,0,L1976,Brussel-Noord - Nijvel,2
routes:L1978,0,L1978,Brussel-Noord - Nijvel,2
routes:L1980,0,L1980,Brussel-Noord - Nijvel,2
routes:L1982,0,L1982,Brussel-Noord - Nijvel,2
routes:L1984,0,L1984,Brussel-Noord - Nijvel,2
routes:L1986,0,L1986,Brussel-Noord - Nijvel,2
routes:L1988,0,L1988,Brussel-Noord - Nijvel,2
routes:L1990,0,L1990,Brussel-Noord - Nijvel,2
routes:L1992,0,L1992,Brussel-Noord - Nijvel,2
routes:L2294,0,L2294,Brussel-Noord - Oudenaarde,2
routes:L2758,0,L2758,Mechelen - Sint-Niklaas,2
routes:L2760,0,L2760,Mechelen - Sint-Niklaas,2
routes:L2762,0,L2762,Mechelen - Sint-Niklaas,2
routes:L2764,0,L2764,Mechelen - Sint-Niklaas,2
routes:L2766,0,L2766,Mechelen - Sint-Niklaas,2
routes:L2768,0,L2768,Mechelen - Sint-Niklaas,2
routes:L2770,0,L2770,Mechelen - Sint-Niklaas,2
routes:L2772,0,L2772,Mechelen - Sint-Niklaas,2
routes:L3056,0,L3056,Ottignies - Leuven,2
routes:L3059,0,L3059,Ottignies - Leuven,2
routes:L3061,0,L3061,Ottignies - Leuven,2
routes:L3063,0,L3063,Ottignies - Leuven,2
routes:L3065,0,L3065,Ottignies - Leuven,2
routes:L3067,0,L3067,Ottignies - Leuven,2
routes:L3069,0,L3069,Ottignies - Leuven,2
routes:L3071,0,L3071,Ottignies - Leuven,2
routes:L3077,0,L3077,Leuven - Ottignies,2
routes:L3079,0,L3079,Leuven - Ottignies,2
routes:L3081,0,L3081,Leuven - Ottignies,2
routes:L3083,0,L3083,Leuven - Ottignies,2
routes:L3085,0,L3085,Leuven - Ottignies,2
routes:L3087,0,L3087,Leuven - Ottignies,2
routes:L3089,0,L3089,Leuven - Ottignies,2
routes:L3091,0,L3091,Leuven - Ottignies,2
routes:L3158,0,L3158,Mechelen - Leuven,2
routes:L3160,0,L3160,Mechelen - Leuven,2
routes:L3162,0,L3162,Mechelen - Leuven,2
routes:L3164,0,L3164,Mechelen - Leuven,2
routes:L3166,0,L3166,Mechelen - Leuven,2
routes:L3168,0,L3168,Mechelen - Leuven,2
routes:L3170,0,L3170,Mechelen - Leuven,2
routes:L3172,0,L3172,Mechelen - Leuven,2
routes:L3177,0,L3177,Leuven - Mechelen,2
routes:L3179,0,L3179,Leuven - Mechelen,2
routes:L3181,0,L3181,Leuven - Mechelen,2
routes:L3183,0,L3183,Leuven - Mechelen,2
routes:L3185,0,L3185,Leuven - Mechelen,2
routes:L3187,0,L3187,Leuven - Mechelen,2
routes:L3189,0,L3189,Leuven - Mechelen,2
routes:L3191,0,L3191,Leuven - Mechelen,2
routes:L3193,0,L3193,Leuven - Mechelen,2
routes:L3756,0,L3756,S Gravenbrakel - Leuven,2
routes:L3758,0,L3758,S Gravenbrakel - Leuven,2
routes:L3760,0,L3760,S Gravenbrakel - Leuven,2
routes:L3762,0,L3762,S Gravenbrakel - Leuven,2
routes:L3764,0,L3764,S Gravenbrakel - Leuven,2
routes:L3766,0,L3766,S Gravenbrakel - Leuven,2
routes:L3768,0,L3768,S Gravenbrakel - Leuven,2
routes:L3770,0,L3770,S Gravenbrakel - Leuven,2
routes:L3772,0,L3772,S Gravenbrakel - Leuven,2
routes:L3778,0,L3778,Leuven - S Gravenbrakel,2
routes:L3780,0,L3780,Leuven - S Gravenbrakel,2
routes:L3782,0,L3782,Leuven - S Gravenbrakel,2
routes:L3784,0,L3784,Leuven - S Gravenbrakel,2
routes:L3786,0,L3786,Leuven - S Gravenbrakel,2
routes:L3788,0,L3788,Leuven - S Gravenbrakel,2
routes:L3790,0,L3790,Leuven - S Gravenbrakel,2
routes:L3792,0,L3792,Leuven - S Gravenbrakel,2
routes:L4257,0,L4257,Charleroi-Zuid - Manage,2
routes:L4261,0,L4261,Charleroi-Zuid - Manage,2
routes:L4265,0,L4265,Charleroi-Zuid - Manage,2
routes:L4269,0,L4269,Charleroi-Zuid - Manage,2
routes:L4358,0,L4358,Manage - Charleroi-Zuid,2
routes:L4362,0,L4362,Manage - Charleroi-Zuid,2
routes:L4366,0,L4366,Manage - Charleroi-Zuid,2
routes:L4370,0,L4370,Manage - Charleroi-Zuid,2
routes:L4376,0,L4376,Charleroi-Zuid - Charleroi-Zuid,2
routes:L4380,0,L4380,Charleroi-Zuid - Charleroi-Zuid,2
routes:L4384,0,L4384,Charleroi-Zuid - Charleroi-Zuid,2
routes:L4388,0,L4388,Charleroi-Zuid - Charleroi-Zuid,2
routes:L4457,0,L4457,Bergen - La Louviere-Zuid,2
routes:L4461,0,L4461,Bergen - La Louviere-Zuid,2
routes:L4465,0,L4465,Bergen - La Louviere-Zuid,2
routes:L4469,0,L4469,Bergen - La Louviere-Zuid,2
routes:L4479,0,L4479,La Louviere-Zuid - Bergen,2
routes:L4483,0,L4483,La Louviere-Zuid - Bergen,2
routes:L4487,0,L4487,La Louviere-Zuid - Bergen,2
routes:L4491,0,L4491,La Louviere-Zuid - Bergen,2
routes:L4571,0,L4571,Ottignies - Charleroi-Zuid,2
routes:L4658,0,L4658,Quievrain - Bergen,2
routes:L4660,0,L4660,Quievrain - Bergen,2
routes:L4662,0,L4662,Quievrain - Bergen,2
routes:L4664,0,L4664,Quievrain - Bergen,2
routes:L4666,0,L4666,Quievrain - Bergen,2
routes:L4668,0,L4668,Quievrain - Bergen,2
routes:L4670,0,L4670,Quievrain - Bergen,2
routes:L4677,0,L4677,Bergen - Quievrain,2
routes:L4679,0,L4679,Bergen - Quievrain,2
routes:L4681,0,L4681,Bergen - Quievrain,2
routes:L4683,0,L4683,Bergen - Quievrain,2
routes:L4685,0,L4685,Bergen - Quievrain,2
routes:L4687,0,L4687,Bergen - Quievrain,2
routes:L4689,0,L4689,Bergen - Quievrain,2
routes:L4691,0,L4691,Bergen - Quievrain,2
routes:L4713,0,L4713,Luxembourg (l) - Athus,2
routes:L4715,0,L4715,Luxembourg (l) - Athus,2
routes:L4717,0,L4717,Luxembourg (l) - Athus,2
routes:L4719,0,L4719,Luxembourg (l) - Athus,2
routes:L4721,0,L4721,Luxembourg (l) - Athus,2
routes:L4723,0,L4723,Luxembourg (l) - Athus,2
routes:L4738,0,L4738,Athus - Luxembourg (l),2
routes:L4740,0,L4740,Athus - Luxembourg (l),2
routes:L4742,0,L4742,Athus - Luxembourg (l),2
routes:L4744,0,L4744,Athus - Luxembourg (l),2
routes:L4746,0,L4746,Athus - Luxembourg (l),2
routes:L4748,0,L4748,Athus - Luxembourg (l),2
routes:L4858,0,L4858,Geraardsbergen - Bergen,2
routes:L4862,0,L4862,Geraardsbergen - Bergen,2
routes:L4866,0,L4866,Geraardsbergen - Bergen,2
routes:L4870,0,L4870,Geraardsbergen - Bergen,2
routes:L4877,0,L4877,Aat - Geraardsbergen,2
routes:L4881,0,L4881,Bergen - Geraardsbergen,2
routes:L4885,0,L4885,Bergen - Geraardsbergen,2
routes:L4889,0,L4889,Bergen - Geraardsbergen,2
routes:L4893,0,L4893,Bergen - Geraardsbergen,2
routes:L4958,0,L4958,Namen - Luik-Guillemins,2
routes:L4962,0,L4962,Namen - Luik-Guillemins,2
routes:L4966,0,L4966,Namen - Luik-Guillemins,2
routes:L5006,0,L5006,Welkenraedt - Aachen Hbf (d),2
routes:L5008,0,L5008,Spa-Geronstere - Aachen Hbf (d),2
routes:L5010,0,L5010,Spa-Geronstere - Aachen Hbf (d),2
routes:L5012,0,L5012,Spa-Geronstere - Aachen Hbf (d),2
routes:L5015,0,L5015,Spa-Geronstere - Aachen Hbf (d),2
routes:L5017,0,L5017,Spa-Geronstere - Aachen Hbf (d),2
routes:L5019,0,L5019,Spa-Geronstere - Aachen Hbf (d),2
routes:L5021,0,L5021,Spa-Geronstere - Welkenraedt,2
routes:L5056,0,L5056,Luxembourg (l) - Athus,2
routes:L5058,0,L5058,Luxembourg (l) - Athus,2
routes:L5060,0,L5060,Luxembourg (l) - Athus,2
routes:L5062,0,L5062,Luxembourg (l) - Athus,2
routes:L5064,0,L5064,Luxembourg (l) - Athus,2
routes:L5066,0,L5066,Luxembourg (l) - Athus,2
routes:L5068,0,L5068,Luxembourg (l) - Athus,2
routes:L5070,0,L5070,Luxembourg (l) - Athus,2
routes:L5072,0,L5072,Luxembourg (l) - Athus,2
routes:L5073,0,L5073,Luxembourg (l) - Athus,2
routes:L5082,0,L5082,Athus - Luxembourg (l),2
routes:L5084,0,L5084,Athus - Luxembourg (l),2
routes:L5086,0,L5086,Athus - Luxembourg (l),2
routes:L5088,0,L5088,Athus - Luxembourg (l),2
routes:L5090,0,L5090,Athus - Luxembourg (l),2
routes:L5092,0,L5092,Athus - Luxembourg (l),2
routes:L5094,0,L5094,Athus - Luxembourg (l),2
routes:L5096,0,L5096,Athus - Luxembourg (l),2
routes:L5098,0,L5098,Athus - Luxembourg (l),2
routes:L5158,0,L5158,Landen - Luik-Guillemins,2
routes:L5160,0,L5160,Landen - Luik-Guillemins,2
routes:L5162,0,L5162,Landen - Luik-Guillemins,2
routes:L5164,0,L5164,Landen - Luik-Guillemins,2
routes:L5166,0,L5166,Landen - Luik-Guillemins,2
routes:L5168,0,L5168,Landen - Luik-Guillemins,2
routes:L5170,0,L5170,Landen - Luik-Guillemins,2
routes:L5178,0,L5178,Luik-Guillemins - Landen,2
routes:L5180,0,L5180,Luik-Guillemins - Landen,2
routes:L5182,0,L5182,Luik-Guillemins - Landen,2
routes:L5184,0,L5184,Luik-Guillemins - Landen,2
routes:L5186,0,L5186,Luik-Guillemins - Landen,2
routes:L5188,0,L5188,Luik-Guillemins - Landen,2
routes:L5190,0,L5190,Luik-Guillemins - Landen,2
routes:L5192,0,L5192,Luik-Guillemins - Landen,2
routes:L5257,0,L5257,Herstal - Verviers-Centraal,2
routes:L5259,0,L5259,Herstal - Verviers-Centraal,2
routes:L5261,0,L5261,Herstal - Verviers-Centraal,2
routes:L5263,0,L5263,Herstal - Verviers-Centraal,2
routes:L5265,0,L5265,Herstal - Verviers-Centraal,2
routes:L5267,0,L5267,Herstal - Verviers-Centraal,2
routes:L5269,0,L5269,Herstal - Verviers-Centraal,2
routes:L5271,0,L5271,Herstal - Verviers-Centraal,2
routes:L5275,0,L5275,Verviers-Centraal - Herstal,2
routes:L5277,0,L5277,Verviers-Centraal - Herstal,2
routes:L5279,0,L5279,Verviers-Centraal - Herstal,2
routes:L5281,0,L5281,Verviers-Centraal - Herstal,2
routes:L5283,0,L5283,Verviers-Centraal - Herstal,2
routes:L5285,0,L5285,Verviers-Centraal - Herstal,2
routes:L5287,0,L5287,Verviers-Centraal - Herstal,2
routes:L5289,0,L5289,Verviers-Centraal - Herstal,2
routes:L5291,0,L5291,Verviers-Centraal - Herstal,2
routes:L5559,0,L5559,Liers - Marloie,2
routes:L5563,0,L5563,Liers - Marloie,2
routes:L5567,0,L5567,Liers - Marloie,2
routes:L5571,0,L5571,Liers - Marloie,2
routes:L5581,0,L5581,Marloie - Liers,2
routes:L5585,0,L5585,Marloie - Liers,2
routes:L5589,0,L5589,Marloie - Liers,2
routes:L5593,0,L5593,Marloie - Liers,2
routes:L5657,0,L5657,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5659,0,L5659,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5661,0,L5661,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5663,0,L5663,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5665,0,L5665,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5667,0,L5667,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5669,0,L5669,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5671,0,L5671,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5673,0,L5673,Ottignies - Louvain-La-Neuve-Univ.,2
routes:L5677,0,L5677,Louvain-La-Neuve-Univ. - Ottignies,2
routes:L5679,0,L5679,Louvain-La-Neuve-Univ. - Ottignies,2
routes:L5681,0,L5681,Louvain-La-Neuve-Univ. - Ottignies,2
routes:L5683,0,L5683,Louvain-La-Neuve-Univ. - Ottignies,2
routes:L5685,0,L5685,Louvain-La-Neuve-Univ. - Ottignies,2
routes:L5687,0,L5687,Louvain-La-Neuve-Univ. - Ottignies,2
routes:L5689,0,L5689,Louvain-La-Neuve-Univ. - Ottignies,2
routes:L5691,0,L5691,Louvain-La-Neuve-Univ. - Ottignies,2
routes:L5857,0,L5857,Libramont - Aarlen,2
routes:L5861,0,L5861,Libramont - Aarlen,2
routes:L5865,0,L5865,Libramont - Aarlen,2
