route_id, agency_id, route_short_name, route_long_name,route_type
http://irail.be/routes/NMBS/IC1820,0,IC1820,Oostende - Antwerpen-Centraal,2
http://irail.be/routes/NMBS/IC1821,0,IC1821,Ostende - Anvers-Central,2
http://irail.be/routes/NMBS/IC1822,0,IC1822,Ostende - Anvers-Central,2
http://irail.be/routes/NMBS/IC1826,0,IC1826,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1827,0,IC1827,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1828,0,IC1828,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1829,0,IC1829,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1830,0,IC1830,Antwerpen-Centraal - Oostende,2
http://irail.be/routes/NMBS/IC1831,0,IC1831,Antwerpen-Centraal - Oostende,2
http://irail.be/routes/NMBS/IC1832,0,IC1832,Antwerpen-Centraal - Oostende,2
http://irail.be/routes/NMBS/IC1833,0,IC1833,Antwerpen-Centraal - Oostende,2
http://irail.be/routes/NMBS/IC1834,0,IC1834,Antwerpen-Centraal - Oostende,2
http://irail.be/routes/NMBS/IC1835,0,IC1835,Antwerpen-Centraal - Oostende,2
http://irail.be/routes/NMBS/IC1836,0,IC1836,Antwerpen-Centraal - Oostende,2
http://irail.be/routes/NMBS/IC1837,0,IC1837,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1838,0,IC1838,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1839,0,IC1839,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1840,0,IC1840,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1841,0,IC1841,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1842,0,IC1842,Anvers-Central - Ostende,2
http://irail.be/routes/NMBS/IC1903,0,IC1903,Bruxelles-Midi - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC1905,0,IC1905,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1906,0,IC1906,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1908,0,IC1908,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1909,0,IC1909,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1910,0,IC1910,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1912,0,IC1912,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1913,0,IC1913,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1915,0,IC1915,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1916,0,IC1916,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1917,0,IC1917,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1919,0,IC1919,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1920,0,IC1920,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1922,0,IC1922,Tournai - Brussel-Nat-Luchthaven,2
http://irail.be/routes/NMBS/IC1928,0,IC1928,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1929,0,IC1929,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1930,0,IC1930,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1932,0,IC1932,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1933,0,IC1933,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1935,0,IC1935,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1936,0,IC1936,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1937,0,IC1937,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1939,0,IC1939,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1940,0,IC1940,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1942,0,IC1942,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1943,0,IC1943,Brussel-Nat-Luchthaven - Tournai,2
http://irail.be/routes/NMBS/IC1944,0,IC1944,Brussel-Nat-Luchthaven - Brussel-Zuid / Bruxelles-Midi,2
http://irail.be/routes/NMBS/IC1945,0,IC1945,Brussel-Nat-Luchthaven - Brussel-Zuid / Bruxelles-Midi,2
http://irail.be/routes/NMBS/IC2103,0,IC2103,Arlon - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2104,0,IC2104,Namur - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2105,0,IC2105,Brussel-Zuid / Bruxelles-Midi - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2106,0,IC2106,Brussel-Zuid / Bruxelles-Midi - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2109,0,IC2109,Brussel-Zuid / Bruxelles-Midi - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2110,0,IC2110,Brussel-Zuid / Bruxelles-Midi - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2111,0,IC2111,Brussel-Zuid / Bruxelles-Midi - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2113,0,IC2113,Brussel-Zuid / Bruxelles-Midi - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2114,0,IC2114,Brussel-Zuid / Bruxelles-Midi - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2115,0,IC2115,Brussel-Zuid - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2116,0,IC2116,Brussel-Zuid - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2117,0,IC2117,Brussel-Zuid - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2118,0,IC2118,Brussel-Zuid - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2119,0,IC2119,Brussel-Zuid - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2120,0,IC2120,Brussel-Zuid - Luxembourg (l),2
http://irail.be/routes/NMBS/IC2121,0,IC2121,Brussel-Zuid - Aarlen,2
http://irail.be/routes/NMBS/IC2122,0,IC2122,Brussel-Zuid - Jemelle,2
http://irail.be/routes/NMBS/IC2123,0,IC2123,Brussel-Zuid - Namen,2
http://irail.be/routes/NMBS/IC2126,0,IC2126,Jemelle - Brussel-Zuid,2
http://irail.be/routes/NMBS/IC2127,0,IC2127,Aarlen - Brussel-Zuid,2
http://irail.be/routes/NMBS/IC2144,0,IC2144,Luxembourg (l) - Namen,2
http://irail.be/routes/NMBS/IC2221,0,IC2221,Gent-Sint-Pieters - Hasselt,2
http://irail.be/routes/NMBS/IC2227,0,IC2227,Hasselt - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2228,0,IC2228,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2229,0,IC2229,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2230,0,IC2230,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2231,0,IC2231,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2232,0,IC2232,Hasselt - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2233,0,IC2233,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2234,0,IC2234,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2235,0,IC2235,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2236,0,IC2236,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2237,0,IC2237,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2238,0,IC2238,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2239,0,IC2239,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2240,0,IC2240,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2241,0,IC2241,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2242,0,IC2242,Hasselt - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2243,0,IC2243,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2244,0,IC2244,Tongeren - Gent-Sint-Pieters,2
http://irail.be/routes/NMBS/IC2303,0,IC2303,Courtrai - Bruxelles-Nord,2
http://irail.be/routes/NMBS/IC2304,0,IC2304,Courtrai - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2305,0,IC2305,Ostende - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2306,0,IC2306,Courtrai - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2307,0,IC2307,Ostende - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2308,0,IC2308,Ostende - Bruxelles-Nat-Aeroport,2
http://irail.be/routes/NMBS/IC2309,0,IC2309,Ostende - Bruxelles-Nat-Aeroport,2
